x,y,z
-1.890407832924422,-0.34689456073593306,-0.34689456073593306
-1.890407832924422,0.08185912598309164,-0.34689456073593306
-1.804657095580617,-0.5183960354235431,-0.2611438233921284
-1.804657095580617,-0.43264529807973817,-0.2611438233921284
-1.804657095580617,-0.34689456073593306,-0.604146772767348
-1.804657095580617,-0.34689456073593306,-0.5183960354235431
-1.804657095580617,-0.34689456073593306,-0.43264529807973817
-1.804657095580617,-0.34689456073593306,-0.34689456073593306
-1.804657095580617,-0.34689456073593306,-0.17539308604832327
-1.804657095580617,-0.34689456073593306,-0.08964234870451815
-1.804657095580617,-0.34689456073593306,-0.003891611360713476
-1.804657095580617,-0.2611438233921284,-0.7756482474549578
-1.804657095580617,-0.2611438233921284,-0.5183960354235431
-1.804657095580617,-0.2611438233921284,-0.34689456073593306
-1.804657095580617,-0.08964234870451815,-0.2611438233921284
-1.804657095580617,0.08185912598309164,-0.604146772767348
-1.804657095580617,0.08185912598309164,-0.5183960354235431
-1.804657095580617,0.08185912598309164,-0.43264529807973817
-1.804657095580617,0.08185912598309164,-0.34689456073593306
-1.804657095580617,0.08185912598309164,-0.2611438233921284
-1.804657095580617,0.08185912598309164,-0.17539308604832327
-1.804657095580617,0.08185912598309164,-0.08964234870451815
-1.804657095580617,0.08185912598309164,-0.003891611360713476
-1.804657095580617,0.1676098633268963,-0.7756482474549578
-1.804657095580617,0.1676098633268963,-0.5183960354235431
-1.804657095580617,0.1676098633268963,-0.34689456073593306
-1.7189063582368123,-0.7756482474549578,-0.34689456073593306
-1.7189063582368123,-0.5183960354235431,-0.7756482474549578
-1.7189063582368123,-0.5183960354235431,-0.5183960354235431
-1.7189063582368123,-0.5183960354235431,-0.2611438233921284
-1.7189063582368123,-0.5183960354235431,-0.08964234870451815
-1.7189063582368123,-0.5183960354235431,0.1676098633268963
-1.7189063582368123,-0.43264529807973817,-0.6898975101111529
-1.7189063582368123,-0.43264529807973817,-0.5183960354235431
-1.7189063582368123,-0.43264529807973817,-0.43264529807973817
-1.7189063582368123,-0.43264529807973817,-0.34689456073593306
-1.7189063582368123,-0.43264529807973817,-0.2611438233921284
-1.7189063582368123,-0.43264529807973817,-0.17539308604832327
-1.7189063582368123,-0.43264529807973817,-0.003891611360713476
-1.7189063582368123,-0.34689456073593306,-0.8613989847987626
-1.7189063582368123,-0.34689456073593306,-0.7756482474549578
-1.7189063582368123,-0.34689456073593306,-0.6898975101111529
-1.7189063582368123,-0.34689456073593306,-0.34689456073593306
-1.7189063582368123,-0.34689456073593306,0.08185912598309164
-1.7189063582368123,-0.34689456073593306,0.1676098633268963
-1.7189063582368123,-0.2611438233921284,-1.0329004594863727
-1.7189063582368123,-0.2611438233921284,-0.8613989847987626
-1.7189063582368123,-0.2611438233921284,-0.604146772767348
-1.7189063582368123,-0.2611438233921284,-0.08964234870451815
-1.7189063582368123,-0.2611438233921284,0.08185912598309164
-1.7189063582368123,-0.17539308604832327,-0.6898975101111529
-1.7189063582368123,-0.08964234870451815,-0.7756482474549578
-1.7189063582368123,-0.08964234870451815,-0.5183960354235431
