x,y,z
-1.5211169717977113,-0.6703052022727389,-0.07473696360525839
-1.5211169717977113,-0.6703052022727389,0.09542539029973618
-1.5211169717977113,-0.6703052022727389,0.2655877442047303
-1.5211169717977113,-0.32998049446275024,-0.07473696360525839
-1.5211169717977113,-0.32998049446275024,0.09542539029973618
-1.5211169717977113,-0.32998049446275024,0.2655877442047303
-1.436035794845214,-0.7553863792252362,0.18050656725223302
-1.436035794845214,-0.6703052022727389,-0.24489931751025296
-1.436035794845214,-0.6703052022727389,0.010344213347238895
-1.436035794845214,-0.6703052022727389,0.18050656725223302
-1.436035794845214,-0.6703052022727389,0.3506689211572276
-1.436035794845214,-0.6703052022727389,0.43575009810972487
-1.436035794845214,-0.4150616714152473,0.18050656725223302
-1.436035794845214,-0.32998049446275024,-0.24489931751025296
-1.436035794845214,-0.32998049446275024,0.010344213347238895
-1.436035794845214,-0.32998049446275024,0.18050656725223302
-1.436035794845214,-0.32998049446275024,0.3506689211572276
-1.436035794845214,-0.32998049446275024,0.43575009810972487
-1.436035794845214,0.2655877442047303,0.09542539029973618
-1.436035794845214,0.2655877442047303,0.2655877442047303
-1.436035794845214,0.2655877442047303,0.43575009810972487
-1.436035794845214,0.3506689211572276,0.18050656725223302
-1.436035794845214,0.3506689211572276,0.2655877442047303
-1.436035794845214,0.3506689211572276,0.3506689211572276
-1.436035794845214,0.3506689211572276,0.43575009810972487
-1.436035794845214,0.3506689211572276,0.6059124520147194
-1.436035794845214,0.6059124520147194,0.09542539029973618
-1.436035794845214,0.6059124520147194,0.2655877442047303
-1.436035794845214,0.6059124520147194,0.43575009810972487
-1.436035794845214,0.6909936289672167,0.18050656725223302
-1.436035794845214,0.6909936289672167,0.2655877442047303
-1.436035794845214,0.6909936289672167,0.3506689211572276
-1.436035794845214,0.6909936289672167,0.43575009810972487
-1.436035794845214,0.6909936289672167,0.6059124520147194
-1.3509546178927168,-1.010629910082728,-0.07473696360525839
-1.3509546178927168,-1.010629910082728,0.010344213347238895
-1.3509546178927168,-1.010629910082728,0.09542539029973618
-1.3509546178927168,-1.010629910082728,0.18050656725223302
-1.3509546178927168,-1.010629910082728,0.2655877442047303
-1.3509546178927168,-1.010629910082728,0.3506689211572276
-1.3509546178927168,-0.7553863792252362,-0.15981814055775567
-1.3509546178927168,-0.7553863792252362,0.010344213347238895
-1.3509546178927168,-0.7553863792252362,0.3506689211572276
-1.3509546178927168,-0.7553863792252362,0.6059124520147194
-1.3509546178927168,-0.6703052022727389,-0.4150616714152473
-1.3509546178927168,-0.6703052022727389,-0.24489931751025296
-1.3509546178927168,-0.6703052022727389,-0.07473696360525839
-1.3509546178927168,-0.6703052022727389,0.010344213347238895
-1.3509546178927168,-0.6703052022727389,0.09542539029973618
-1.3509546178927168,-0.6703052022727389,0.18050656725223302
-1.3509546178927168,-0.6703052022727389,0.2655877442047303
-1.3509546178927168,-0.6703052022727389,0.3506689211572276
-1.3509546178927168,-0.6703052022727389,0.5208312750622222
-1.3509546178927168,-0.6703052022727389,0.6059124520147194
-1.3509546178927168,-0.4150616714152473,-0.4150616714152473
-1.3509546178927168,-0.4150616714152473,-0.15981814055775567
-1.3509546178927168,-0.4150616714152473,-0.07473696360525839
-1.3509546178927168,-0.4150616714152473,0.010344213347238895
-1.3509546178927168,-0.4150616714152473,0.09542539029973618
-1.3509546178927168,-0.4150616714152473,0.2655877442047303
-1.3509546178927168,-0.4150616714152473,0.3506689211572276
-1.3509546178927168,-0.4150616714152473,0.6059124520147194
-1.3509546178927168,-0.32998049446275024,-0.24489931751025296
-1.3509546178927168,-0.32998049446275024,0.010344213347238895
-1.3509546178927168,-0.32998049446275024,0.18050656725223302
-1.3509546178927168,-0.32998049446275024,0.3506689211572276
-1.3509546178927168,-0.32998049446275024,0.5208312750622222
-1.3509546178927168,0.010344213347238895,-0.07473696360525839
-1.3509546178927168,0.010344213347238895,0.010344213347238895
-1.3509546178927168,0.010344213347238895,0.09542539029973618
-1.3509546178927168,0.010344213347238895,0.18050656725223302
-1.3509546178927168,0.010344213347238895,0.2655877442047303
-1.3509546178927168,0.010344213347238895,0.3506689211572276
-1.3509546178927168,0.18050656725223302,0.43575009810972487
-1.3509546178927168,0.2655877442047303,-0.07473696360525839
-1.3509546178927168,0.2655877442047303,0.2655877442047303
-1.3509546178927168,0.2655877442047303,0.6059124520147194
-1.3509546178927168,0.3506689211572276,0.010344213347238895
-1.3509546178927168,0.3506689211572276,0.776074805919714
-1.3509546178927168,0.6059124520147194,-0.07473696360525839
-1.3509546178927168,0.6059124520147194,0.2655877442047303
-1.3509546178927168,0.6059124520147194,0.43575009810972487
-1.3509546178927168,0.6059124520147194,0.6059124520147194
-1.3509546178927168,0.6909936289672167,0.010344213347238895
-1.3509546178927168,0.6909936289672167,0.776074805919714
-1.2658734409402197,-1.0957110870352251,0.010344213347238895
-1.2658734409402197,-1.0957110870352251,0.18050656725223302
-1.2658734409402197,-1.0957110870352251,0.3506689211572276
-1.2658734409402197,-1.010629910082728,-0.24489931751025296
-1.2658734409402197,-1.010629910082728,0.43575009810972487
-1.2658734409402197,-0.9255487331302308,-0.24489931751025296
-1.2658734409402197,-0.9255487331302308,-0.07473696360525839
-1.2658734409402197,-0.9255487331302308,0.09542539029973618
-1.2658734409402197,-0.9255487331302308,0.2655877442047303
-1.2658734409402197,-0.9255487331302308,0.5208312750622222
-1.2658734409402197,-0.7553863792252362,0.010344213347238895
-1.2658734409402197,-0.7553863792252362,0.18050656725223302
-1.2658734409402197,-0.7553863792252362,0.3506689211572276
-1.2658734409402197,-0.6703052022727389,-0.32998049446275024
-1.2658734409402197,-0.6703052022727389,-0.24489931751025296
-1.2658734409402197,-0.6703052022727389,-0.15981814055775567
-1.2658734409402197,-0.6703052022727389,0.010344213347238895
-1.2658734409402197,-0.6703052022727389,0.09542539029973618
-1.2658734409402197,-0.6703052022727389,0.18050656725223302
-1.2658734409402197,-0.6703052022727389,0.43575009810972487
-1.2658734409402197,-0.6703052022727389,0.5208312750622222
-1.2658734409402197,-0.6703052022727389,0.6909936289672167
-1.2658734409402197,-0.5852240253202419,-0.4150616714152473
-1.2658734409402197,-0.5852240253202419,-0.15981814055775567
-1.2658734409402197,-0.5852240253202419,0.43575009810972487
